epoch,steps,cosine-Accuracy@1,cosine-Accuracy@3,cosine-Accuracy@5,cosine-Accuracy@10,cosine-Precision@1,cosine-Recall@1,cosine-Precision@3,cosine-Recall@3,cosine-Precision@5,cosine-Recall@5,cosine-Precision@10,cosine-Recall@10,cosine-MRR@10,cosine-NDCG@10,cosine-MAP@100,dot-Accuracy@1,dot-Accuracy@3,dot-Accuracy@5,dot-Accuracy@10,dot-Precision@1,dot-Recall@1,dot-Precision@3,dot-Recall@3,dot-Precision@5,dot-Recall@5,dot-Precision@10,dot-Recall@10,dot-MRR@10,dot-NDCG@10,dot-MAP@100
-1,-1,0.7389322916666666,0.8880208333333334,0.9186197916666666,0.947265625,0.7389322916666666,0.7389322916666666,0.2960069444444445,0.8880208333333334,0.18372395833333333,0.9186197916666666,0.0947265625,0.947265625,0.8182322668650798,0.8501183178860373,0.8203433159696473,0.7389322916666666,0.8880208333333334,0.9186197916666666,0.947265625,0.7389322916666666,0.7389322916666666,0.2960069444444445,0.8880208333333334,0.18372395833333333,0.9186197916666666,0.0947265625,0.947265625,0.8182322668650798,0.8501183178860373,0.8203433159696473
