epoch,steps,BM25-Accuracy@1,BM25-Accuracy@3,BM25-Accuracy@5,BM25-Accuracy@10,BM25-Precision@1,BM25-Recall@1,BM25-Precision@3,BM25-Recall@3,BM25-Precision@5,BM25-Recall@5,BM25-Precision@10,BM25-Recall@10,BM25-MRR@10,BM25-NDCG@10
-1,-1,0.35944895796538323,0.507311903920876,0.5648180854821618,0.6319321794418933,0.35944895796538323,0.35944895796538323,0.16910396797362534,0.507311903920876,0.11296361709643235,0.5648180854821618,0.06319321794418933,0.6319321794418933,0.009042741080890145,0.49124363507532187
