epoch,steps,cosine-Accuracy@1,cosine-Accuracy@3,cosine-Accuracy@5,cosine-Accuracy@10,cosine-Precision@1,cosine-Recall@1,cosine-Precision@3,cosine-Recall@3,cosine-Precision@5,cosine-Recall@5,cosine-Precision@10,cosine-Recall@10,cosine-MRR@10,cosine-NDCG@10,cosine-MAP@100,dot-Accuracy@1,dot-Accuracy@3,dot-Accuracy@5,dot-Accuracy@10,dot-Precision@1,dot-Recall@1,dot-Precision@3,dot-Recall@3,dot-Precision@5,dot-Recall@5,dot-Precision@10,dot-Recall@10,dot-MRR@10,dot-NDCG@10,dot-MAP@100
-1,-1,0.31200787401574803,0.4970472440944882,0.574475065616798,0.6709317585301837,0.31200787401574803,0.31200787401574803,0.16568241469816272,0.4970472440944882,0.11489501312335956,0.574475065616798,0.06709317585301837,0.6709317585301837,0.42320243823688736,0.48250617339648827,0.43342240477839544,0.31200787401574803,0.4970472440944882,0.574475065616798,0.6709317585301837,0.31200787401574803,0.31200787401574803,0.16568241469816272,0.4970472440944882,0.11489501312335956,0.574475065616798,0.06709317585301837,0.6709317585301837,0.42320243823688736,0.48250617339648827,0.43342240477839544
