epoch,steps,BM25-Accuracy@1,BM25-Accuracy@3,BM25-Accuracy@5,BM25-Accuracy@10,BM25-Precision@1,BM25-Recall@1,BM25-Precision@3,BM25-Recall@3,BM25-Precision@5,BM25-Recall@5,BM25-Precision@10,BM25-Recall@10,BM25-MRR@10,BM25-NDCG@10
-1,-1,0.2677165354330709,0.432742782152231,0.49934383202099736,0.589238845144357,0.2677165354330709,0.2677165354330709,0.14424759405074364,0.432742782152231,0.09986876640419946,0.49934383202099736,0.058923884514435684,0.589238845144357,0.011482939632545932,0.4206165561236139
