epoch,steps,cosine-Accuracy@1,cosine-Accuracy@3,cosine-Accuracy@5,cosine-Accuracy@10,cosine-Precision@1,cosine-Recall@1,cosine-Precision@3,cosine-Recall@3,cosine-Precision@5,cosine-Recall@5,cosine-Precision@10,cosine-Recall@10,cosine-MRR@10,cosine-NDCG@10,cosine-MAP@100,dot-Accuracy@1,dot-Accuracy@3,dot-Accuracy@5,dot-Accuracy@10,dot-Precision@1,dot-Recall@1,dot-Precision@3,dot-Recall@3,dot-Precision@5,dot-Recall@5,dot-Precision@10,dot-Recall@10,dot-MRR@10,dot-NDCG@10,dot-MAP@100
-1,-1,0.2020997375328084,0.3641732283464567,0.44816272965879267,0.541010498687664,0.2020997375328084,0.2020997375328084,0.12139107611548557,0.3641732283464567,0.08963254593175854,0.44816272965879267,0.0541010498687664,0.541010498687664,0.30443577365329405,0.3609470455828188,0.31665193771485434,0.2020997375328084,0.3641732283464567,0.44816272965879267,0.541010498687664,0.2020997375328084,0.2020997375328084,0.12139107611548557,0.3641732283464567,0.08963254593175854,0.44816272965879267,0.0541010498687664,0.541010498687664,0.30443577365329405,0.3609470455828188,0.31665193771485434
