epoch,steps,BM25-Accuracy@1,BM25-Accuracy@3,BM25-Accuracy@5,BM25-Accuracy@10,BM25-Precision@1,BM25-Recall@1,BM25-Precision@3,BM25-Recall@3,BM25-Precision@5,BM25-Recall@5,BM25-Precision@10,BM25-Recall@10,BM25-MRR@10,BM25-NDCG@10
-1,-1,0.7,1.0,1.0,1.0,0.7,0.7,0.33333333333333326,1.0,0.20000000000000004,1.0,0.10000000000000002,1.0,0.0,0.8892789260714373
