epoch,steps,cosine-Accuracy@1,cosine-Accuracy@3,cosine-Accuracy@5,cosine-Accuracy@10,cosine-Precision@1,cosine-Recall@1,cosine-Precision@3,cosine-Recall@3,cosine-Precision@5,cosine-Recall@5,cosine-Precision@10,cosine-Recall@10,cosine-MRR@10,cosine-NDCG@10,cosine-MAP@100,dot-Accuracy@1,dot-Accuracy@3,dot-Accuracy@5,dot-Accuracy@10,dot-Precision@1,dot-Recall@1,dot-Precision@3,dot-Recall@3,dot-Precision@5,dot-Recall@5,dot-Precision@10,dot-Recall@10,dot-MRR@10,dot-NDCG@10,dot-MAP@100
-1,-1,0.75,1.0,1.0,1.0,0.75,0.75,0.33333333333333326,1.0,0.20000000000000004,1.0,0.10000000000000002,1.0,0.8666666666666666,0.9011859507142915,0.8666666666666666,0.75,1.0,1.0,1.0,0.75,0.75,0.33333333333333326,1.0,0.20000000000000004,1.0,0.10000000000000002,1.0,0.8666666666666666,0.9011859507142915,0.8666666666666666
