epoch,steps,BM25-Accuracy@1,BM25-Accuracy@3,BM25-Accuracy@5,BM25-Accuracy@10,BM25-Precision@1,BM25-Recall@1,BM25-Precision@3,BM25-Recall@3,BM25-Precision@5,BM25-Recall@5,BM25-Precision@10,BM25-Recall@10,BM25-MRR@10,BM25-NDCG@10
-1,-1,0.8203125,0.91015625,0.92578125,0.9446614583333334,0.8203125,0.8203125,0.3033854166666667,0.91015625,0.18515625,0.92578125,0.09446614583333333,0.9446614583333334,0.001953125,0.8862410759339036
